,tweet_id,rating_denominator,name,stage,date,time,numerator
347,831911600680497154,10,Kuyu,None ,2017-02-15 00:00:00,2018-04-12 17:02:00,14.0
348,831670449226514432,10,Daisy,None ,2017-02-15 00:00:00,2018-04-12 01:04:00,13.0
349,831650051525054464,10,None,None ,2017-02-14 00:00:00,2018-04-12 23:43:00,13.0
350,831552930092285952,10,Dutch,None ,2017-02-14 00:00:00,2018-04-12 17:17:00,13.0
351,831322785565769729,10,Pete,doggo,2017-02-14 00:00:00,2018-04-12 02:02:00,12.0
352,831315979191906304,10,None,pupper,2017-02-14 00:00:00,2018-04-12 01:35:00,13.0
353,831309418084069378,10,Scooter,None ,2017-02-14 00:00:00,2018-04-12 01:09:00,12.0
354,831262627380748289,10,Tucker,None ,2017-02-13 00:00:00,2018-04-12 22:03:00,12.0
355,830956169170665475,10,Reggie,None ,2017-02-13 00:00:00,2018-04-12 01:46:00,12.0
356,830583320585068544,10,Lilly,None ,2017-02-12 00:00:00,2018-04-12 01:04:00,13.0
358,830097400375152640,10,Samson,None ,2017-02-10 00:00:00,2018-04-12 16:53:00,13.0
360,829861396166877184,10,Mia,None ,2017-02-10 00:00:00,2018-04-12 01:15:00,12.0
361,829501995190984704,10,Leo,None ,2017-02-09 00:00:00,2018-04-12 01:27:00,12.0
362,829449946868879360,10,None,doggo,2017-02-08 00:00:00,2018-04-12 22:00:00,11.0
363,829374341691346946,10,Astrid,doggo,2017-02-08 00:00:00,2018-04-12 17:00:00,13.0
364,829141528400556032,10,Malcolm,None ,2017-02-08 00:00:00,2018-04-12 01:35:00,12.0
365,829011960981237760,10,Dexter,None ,2017-02-07 00:00:00,2018-04-12 17:00:00,13.0
367,828770345708580865,10,Alfie,None ,2017-02-07 00:00:00,2018-04-12 01:00:00,13.0
368,828708714936930305,10,Fiona,None ,2017-02-06 00:00:00,2018-04-12 20:55:00,10.0
369,828650029636317184,10,None,None ,2017-02-06 00:00:00,2018-04-12 17:02:00,14.0
370,828409743546925057,10,Mutt,None ,2017-02-06 00:00:00,2018-04-12 01:07:00,12.0
371,828408677031882754,10,Bear,None ,2017-02-06 00:00:00,2018-04-12 01:03:00,12.0
372,828381636999917570,10,Doobert,doggo,2017-02-05 00:00:00,2018-04-12 23:15:00,14.0
373,828376505180889089,10,Beebop,None ,2017-02-05 00:00:00,2018-04-12 22:55:00,13.0
374,828372645993398273,10,Alexander,None ,2017-02-05 00:00:00,2018-04-12 22:40:00,12.0
375,828361771580813312,10,None,None ,2017-02-05 00:00:00,2018-04-12 21:56:00,12.0
376,828046555563323392,10,Sailer,None ,2017-02-05 00:00:00,2018-04-12 01:04:00,13.0
377,828011680017821696,10,Brutus,None ,2017-02-04 00:00:00,2018-04-12 22:45:00,11.0
378,827933404142436356,10,Kona,pupper,2017-02-04 00:00:00,2018-04-12 17:34:00,12.0
379,827653905312006145,10,Boots,None ,2017-02-03 00:00:00,2018-04-12 23:04:00,12.0
380,827600520311402496,10,Tucker,None ,2017-02-03 00:00:00,2018-04-12 19:31:00,13.0
381,827324948884643840,10,Ralphie,None ,2017-02-03 00:00:00,2018-04-12 01:16:00,12.0
383,827199976799354881,10,Charlie,None ,2017-02-02 00:00:00,2018-04-12 17:00:00,13.0
384,826958653328592898,10,Loki,doggo,2017-02-02 00:00:00,2018-04-12 01:01:00,12.0
385,826848821049180160,10,Cupid,doggo,2017-02-01 00:00:00,2018-04-12 17:44:00,13.0
387,826598799820865537,10,None,None ,2017-02-01 00:00:00,2018-04-12 01:11:00,7.0
388,826598365270007810,10,Pawnd,None ,2017-02-01 00:00:00,2018-04-12 01:09:00,13.0
389,826476773533745153,10,Pilot,doggo,2017-01-31 00:00:00,2018-04-12 17:06:00,12.0
390,826240494070030336,10,None,None ,2017-01-31 00:00:00,2018-04-12 01:27:00,11.0
391,826204788643753985,10,None,doggo,2017-01-30 00:00:00,2018-04-12 23:05:00,13.0
392,826115272272650244,10,Ike,None ,2017-01-30 00:00:00,2018-04-12 17:10:00,13.0
393,825876512159186944,10,Mo,None ,2017-01-30 00:00:00,2018-04-12 01:21:00,11.0
394,825829644528148480,10,Toby,None ,2017-01-29 00:00:00,2018-04-12 22:15:00,12.0
395,825535076884762624,10,None,puppo,2017-01-29 00:00:00,2018-04-12 02:44:00,14.0
396,825147591692263424,10,Sweet,None ,2017-01-28 00:00:00,2018-04-12 01:04:00,13.0
398,825026590719483904,10,Pablo,puppo,2017-01-27 00:00:00,2018-04-12 17:04:00,12.0
400,824775126675836928,10,Scooter,None ,2017-01-27 00:00:00,2018-04-12 00:24:00,12.0
401,824663926340194305,10,Wilson,None ,2017-01-26 00:00:00,2018-04-12 17:02:00,13.0
402,824325613288833024,10,None,pupper,2017-01-25 00:00:00,2018-04-12 18:38:00,13.0
403,824297048279236611,10,Nala,None ,2017-01-25 00:00:00,2018-04-12 16:45:00,11.0
404,824025158776213504,10,None,None ,2017-01-24 00:00:00,2018-04-12 22:44:00,14.0
405,823939628516474880,10,Cash,None ,2017-01-24 00:00:00,2018-04-12 17:04:00,12.0
407,823699002998870016,10,Winston,None ,2017-01-24 00:00:00,2018-04-12 01:08:00,12.0
408,823581115634085888,10,Crawford,None ,2017-01-23 00:00:00,2018-04-12 17:20:00,11.0
409,823333489516937216,10,None,None ,2017-01-23 00:00:00,2018-04-12 00:56:00,13.0
410,823322678127919110,10,Wyatt,None ,2017-01-23 00:00:00,2018-04-12 00:13:00,11.0
412,822975315408461824,10,Albus,None ,2017-01-22 00:00:00,2018-04-12 01:12:00,12.0
413,822872901745569793,10,None,puppo,2017-01-21 00:00:00,2018-04-12 18:26:00,13.0
414,822859134160621569,10,Hobbes,None ,2017-01-21 00:00:00,2018-04-12 17:31:00,12.0
416,822610361945911296,10,None,None ,2017-01-21 00:00:00,2018-04-12 01:02:00,12.0
417,822489057087389700,10,Paisley,None ,2017-01-20 00:00:00,2018-04-12 17:00:00,13.0
418,822462944365645825,10,Gabe,pupper,2017-01-20 00:00:00,2018-04-12 15:17:00,14.0
419,822244816520155136,10,None,None ,2017-01-20 00:00:00,2018-04-12 00:50:00,11.0
421,821886076407029760,10,Jimison,None ,2017-01-19 00:00:00,2018-04-12 01:04:00,13.0
423,821765923262631936,10,Duchess,doggo,2017-01-18 00:00:00,2018-04-12 17:07:00,13.0
424,821522889702862852,10,Harlso,None ,2017-01-18 00:00:00,2018-04-12 01:01:00,13.0
426,821407182352777218,10,Sundance,doggo,2017-01-17 00:00:00,2018-04-12 17:21:00,14.0
427,821153421864615936,10,None,None ,2017-01-17 00:00:00,2018-04-12 00:33:00,13.0
428,821149554670182400,10,Luca,None ,2017-01-17 00:00:00,2018-04-12 00:18:00,12.0
429,821107785811234820,10,None,doggo,2017-01-16 00:00:00,2018-04-12 21:32:00,11.0
430,821044531881721856,10,Flash,None ,2017-01-16 00:00:00,2018-04-12 17:20:00,12.0
432,820749716845686786,10,Sunny,None ,2017-01-15 00:00:00,2018-04-12 21:49:00,13.0
436,820314633777061888,10,None,None ,2017-01-14 00:00:00,2018-04-12 17:00:00,14.0
437,820078625395449857,10,None,None ,2017-01-14 00:00:00,2018-04-12 01:22:00,12.0
439,819952236453363712,10,Oliver,puppo,2017-01-13 00:00:00,2018-04-12 17:00:00,13.0
440,819924195358416896,10,None,doggo,2017-01-13 00:00:00,2018-04-12 15:08:00,11.0
441,819711362133872643,10,Howie,None ,2017-01-13 00:00:00,2018-04-12 01:03:00,11.0
442,819588359383371776,10,Jazzy,None ,2017-01-12 00:00:00,2018-04-12 16:54:00,13.0
443,819347104292290561,10,Anna,None ,2017-01-12 00:00:00,2018-04-12 00:55:00,12.0
444,819238181065359361,10,None,pupper,2017-01-11 00:00:00,2018-04-12 17:42:00,10.0
445,819227688460238848,10,Finn,None ,2017-01-11 00:00:00,2018-04-12 17:01:00,12.0
448,819006400881917954,10,Sunny,doggo,2017-01-11 00:00:00,2018-04-12 02:21:00,14.0
449,819004803107983360,10,Bo,doggo,2017-01-11 00:00:00,2018-04-12 02:15:00,14.0
451,818627210458333184,10,Wafer,None ,2017-01-10 00:00:00,2018-04-12 01:15:00,13.0
452,818614493328580609,10,Bear,None ,2017-01-10 00:00:00,2018-04-12 00:24:00,12.0
454,818536468981415936,10,Tom,None ,2017-01-09 00:00:00,2018-04-12 19:14:00,11.0
456,818259473185828864,10,Florence,None ,2017-01-09 00:00:00,2018-04-12 00:53:00,12.0
457,818145370475810820,10,Autumn,None ,2017-01-08 00:00:00,2018-04-12 17:20:00,11.0
458,817908911860748288,10,None,None ,2017-01-08 00:00:00,2018-04-12 01:40:00,12.0
459,817827839487737858,10,Buddy,None ,2017-01-07 00:00:00,2018-04-12 20:18:00,13.0
460,817777686764523521,10,Dido,doggoNonepupperNone,2017-01-07 00:00:00,2018-04-12 16:59:00,13.0
461,817536400337801217,10,Eugene,None ,2017-01-07 00:00:00,2018-04-12 01:00:00,12.0
463,817423860136083457,10,Ken,None ,2017-01-06 00:00:00,2018-04-12 17:33:00,13.0
464,817415592588222464,10,Strudel,None ,2017-01-06 00:00:00,2018-04-12 17:00:00,11.0
466,817171292965273600,10,Tebow,None ,2017-01-06 00:00:00,2018-04-12 00:49:00,13.0
467,817120970343411712,10,None,None ,2017-01-05 00:00:00,2018-04-12 21:29:00,13.0
468,817056546584727552,10,Chloe,None ,2017-01-05 00:00:00,2018-04-12 17:13:00,11.0
470,816816676327063552,10,Timber,None ,2017-01-05 00:00:00,2018-04-12 01:20:00,12.0
471,816697700272001025,10,Binky,None ,2017-01-04 00:00:00,2018-04-12 17:27:00,12.0
472,816450570814898180,10,Moose,None ,2017-01-04 00:00:00,2018-04-12 01:05:00,13.0
473,816336735214911488,10,Dudley,None ,2017-01-03 00:00:00,2018-04-12 17:33:00,11.0
474,816091915477250048,10,Comet,None ,2017-01-03 00:00:00,2018-04-12 01:20:00,12.0
477,815990720817401858,10,Jack,None ,2017-01-02 00:00:00,2018-04-12 18:38:00,11.0
478,815966073409433600,10,None,pupper,2017-01-02 00:00:00,2018-04-12 17:00:00,13.0
480,815736392542261248,10,Akumi,None ,2017-01-02 00:00:00,2018-04-12 01:48:00,11.0
481,815639385530101762,10,Titan,None ,2017-01-01 00:00:00,2018-04-12 19:22:00,12.0
482,815390420867969024,10,None,None ,2017-01-01 00:00:00,2018-04-12 02:53:00,13.0
483,814986499976527872,10,Cooper,pupper,2016-12-31 00:00:00,2018-04-12 00:08:00,11.0
484,814638523311648768,10,Olivia,None ,2016-12-30 00:00:00,2018-04-12 01:05:00,12.0
486,814530161257443328,10,Alf,None ,2016-12-29 00:00:00,2018-04-12 17:54:00,12.0
487,814153002265309185,10,Oshie,None ,2016-12-28 00:00:00,2018-04-12 16:56:00,12.0
489,813910438903693312,10,Chubbs,doggo,2016-12-28 00:00:00,2018-04-12 00:52:00,11.0
490,813812741911748608,10,Gary,None ,2016-12-27 00:00:00,2018-04-12 18:24:00,14.0
491,813800681631023104,10,Sky,None ,2016-12-27 00:00:00,2018-04-12 17:36:00,12.0
492,813217897535406080,10,Atlas,None ,2016-12-26 00:00:00,2018-04-12 03:00:00,13.0
493,813202720496779264,10,None,doggo,2016-12-26 00:00:00,2018-04-12 02:00:00,11.0
494,813187593374461952,10,None,None ,2016-12-26 00:00:00,2018-04-12 01:00:00,13.0
495,813172488309972993,10,Eleanor,None ,2016-12-26 00:00:00,2018-04-12 00:00:00,12.0
496,813157409116065792,10,Layla,None ,2016-12-25 00:00:00,2018-04-12 23:00:00,12.0
497,813142292504645637,10,None,None ,2016-12-25 00:00:00,2018-04-12 22:00:00,13.0
498,813130366689148928,10,None,None ,2016-12-25 00:00:00,2018-04-12 21:12:00,12.0
499,813127251579564032,10,None,doggo,2016-12-25 00:00:00,2018-04-12 21:00:00,11.0
500,813112105746448384,10,Toby,None ,2016-12-25 00:00:00,2018-04-12 20:00:00,12.0
501,813096984823349248,10,Rocky,doggo,2016-12-25 00:00:00,2018-04-12 19:00:00,11.0
502,813081950185472002,10,Baron,None ,2016-12-25 00:00:00,2018-04-12 18:00:00,11.0
503,813066809284972545,10,Tyr,None ,2016-12-25 00:00:00,2018-04-12 17:00:00,12.0
504,813051746834595840,10,Bauer,None ,2016-12-25 00:00:00,2018-04-12 16:00:00,13.0
505,812781120811126785,10,Swagger,None ,2016-12-24 00:00:00,2018-04-12 22:04:00,10.0
507,812709060537683968,10,Brandi,None ,2016-12-24 00:00:00,2018-04-12 17:18:00,12.0
508,812503143955202048,10,None,None ,2016-12-24 00:00:00,2018-04-12 03:40:00,13.0
509,812466873996607488,10,Mary,None ,2016-12-24 00:00:00,2018-04-12 01:16:00,12.0
510,812372279581671427,10,Moe,None ,2016-12-23 00:00:00,2018-04-12 19:00:00,13.0
511,811985624773361665,10,Ted,None ,2016-12-22 00:00:00,2018-04-12 17:23:00,11.0
512,811744202451197953,10,Halo,None ,2016-12-22 00:00:00,2018-04-12 01:24:00,13.0
513,811647686436880384,10,None,None ,2016-12-21 00:00:00,2018-04-12 19:01:00,11.0
514,811627233043480576,10,Augie,None ,2016-12-21 00:00:00,2018-04-12 17:39:00,10.0
515,811386762094317568,10,Craig,pupper,2016-12-21 00:00:00,2018-04-12 01:44:00,11.0
517,810896069567610880,10,Hunter,None ,2016-12-19 00:00:00,2018-04-12 17:14:00,11.0
518,810657578271330305,10,Pavlov,None ,2016-12-19 00:00:00,2018-04-12 01:26:00,11.0
519,810284430598270976,10,Phil,None ,2016-12-18 00:00:00,2018-04-12 00:43:00,13.0
520,810254108431155201,10,Gus,None ,2016-12-17 00:00:00,2018-04-12 22:43:00,12.0
521,809920764300447744,10,None,None ,2016-12-17 00:00:00,2018-04-12 00:38:00,10.0
523,809448704142938112,10,None,None ,2016-12-15 00:00:00,2018-04-12 17:23:00,12.0
524,809220051211603969,10,Kyro,None ,2016-12-15 00:00:00,2018-04-12 02:14:00,12.0
525,809084759137812480,10,Wallace,None ,2016-12-14 00:00:00,2018-04-12 17:16:00,11.0
526,808838249661788160,10,Ito,None ,2016-12-14 00:00:00,2018-04-12 00:57:00,13.0
527,808733504066486276,10,None,pupper,2016-12-13 00:00:00,2018-04-12 18:01:00,12.0
528,808501579447930884,10,Koda,None ,2016-12-13 00:00:00,2018-04-12 02:39:00,12.0
529,808344865868283904,10,Seamus,None ,2016-12-12 00:00:00,2018-04-12 16:16:00,11.0
531,808106460588765185,10,None,doggoNonepupperNone,2016-12-12 00:00:00,2018-04-12 00:29:00,12.0
532,808001312164028416,10,Cooper,None ,2016-12-11 00:00:00,2018-04-12 17:31:00,12.0
533,807621403335917568,10,Ollie,pupper,2016-12-10 00:00:00,2018-04-12 16:22:00,14.0
534,807106840509214720,10,Stephan,None ,2016-12-09 00:00:00,2018-04-12 06:17:00,13.0
536,807010152071229440,10,Lennon,None ,2016-12-08 00:00:00,2018-04-12 23:53:00,12.0
537,806629075125202948,10,None,None ,2016-12-07 00:00:00,2018-04-12 22:38:00,13.0
539,806576416489959424,10,None,None ,2016-12-07 00:00:00,2018-04-12 19:09:00,13.0
540,806542213899489280,10,Waffles,None ,2016-12-07 00:00:00,2018-04-12 16:53:00,11.0
542,806219024703037440,10,None,None ,2016-12-06 00:00:00,2018-04-12 19:29:00,11.0
544,805932879469572096,10,Major,None ,2016-12-06 00:00:00,2018-04-12 00:32:00,12.0
545,805826884734976000,10,Duke,None ,2016-12-05 00:00:00,2018-04-12 17:31:00,12.0
547,805520635690676224,10,Zeke,None ,2016-12-04 00:00:00,2018-04-12 21:14:00,13.0
548,805487436403003392,10,Sansa,None ,2016-12-04 00:00:00,2018-04-12 19:02:00,12.0
549,805207613751304193,10,Shooter,None ,2016-12-04 00:00:00,2018-04-12 00:30:00,12.0
550,804738756058218496,10,Django,None ,2016-12-02 00:00:00,2018-04-12 17:27:00,12.0
551,804475857670639616,10,None,None ,2016-12-02 00:00:00,2018-04-12 00:02:00,13.0
553,804026241225523202,10,Bo,None ,2016-11-30 00:00:00,2018-04-12 18:16:00,13.0
554,803773340896923648,10,Diogi,puppo,2016-11-30 00:00:00,2018-04-12 01:31:00,12.0
556,803638050916102144,10,None,pupper,2016-11-29 00:00:00,2018-04-12 16:33:00,13.0
557,803380650405482500,10,Sonny,None ,2016-11-28 00:00:00,2018-04-12 23:30:00,12.0
559,803276597545603072,10,Winston,None ,2016-11-28 00:00:00,2018-04-12 16:37:00,11.0
560,802952499103731712,10,Marley,None ,2016-11-27 00:00:00,2018-04-12 19:09:00,12.0
562,802600418706604034,10,Bailey,None ,2016-11-26 00:00:00,2018-04-12 19:50:00,11.0
563,802572683846291456,10,Winnie,None ,2016-11-26 00:00:00,2018-04-12 18:00:00,12.0
564,802323869084381190,10,Severus,None ,2016-11-26 00:00:00,2018-04-12 01:31:00,13.0
565,802265048156610565,10,None,doggoNonepupperNone,2016-11-25 00:00:00,2018-04-12 21:37:00,11.0
567,802239329049477120,10,Loki,puppo,2016-11-25 00:00:00,2018-04-12 19:55:00,12.0
569,801958328846974976,10,Ronnie,None ,2016-11-25 00:00:00,2018-04-12 01:18:00,12.0
570,801854953262350336,10,None,None ,2016-11-24 00:00:00,2018-04-12 18:28:00,11.0
571,801538201127157760,10,Wallace,None ,2016-11-23 00:00:00,2018-04-12 21:29:00,12.0
572,801285448605831168,10,None,None ,2016-11-23 00:00:00,2018-04-12 04:45:00,10.0
573,801167903437357056,10,Milo,None ,2016-11-22 00:00:00,2018-04-12 20:58:00,13.0
575,801115127852503040,10,Bones,doggoNonepupperNone,2016-11-22 00:00:00,2018-04-12 17:28:00,12.0
576,800859414831898624,10,None,doggo,2016-11-22 00:00:00,2018-04-12 00:32:00,11.0
578,800751577355128832,10,Mauve,None ,2016-11-21 00:00:00,2018-04-12 17:23:00,12.0
579,800513324630806528,10,Chef,None ,2016-11-21 00:00:00,2018-04-12 01:37:00,11.0
580,800459316964663297,10,None,pupper,2016-11-20 00:00:00,2018-04-12 22:02:00,12.0
582,800388270626521089,10,Doc,floofer,2016-11-20 00:00:00,2018-04-12 17:20:00,12.0
584,800141422401830912,10,Peaches,None ,2016-11-20 00:00:00,2018-04-12 00:59:00,13.0
585,800018252395122689,10,None,doggo,2016-11-19 00:00:00,2018-04-12 16:49:00,11.0
587,799757965289017345,10,Sobe,doggo,2016-11-18 00:00:00,2018-04-12 23:35:00,13.0
588,799422933579902976,10,Longfellow,None ,2016-11-18 00:00:00,2018-04-12 01:24:00,12.0
590,799297110730567681,10,Jeffrey,None ,2016-11-17 00:00:00,2018-04-12 17:04:00,11.0
591,799063482566066176,10,Mister,None ,2016-11-17 00:00:00,2018-04-12 01:35:00,11.0
592,798933969379225600,10,Iroh,None ,2016-11-16 00:00:00,2018-04-12 17:01:00,12.0
593,798925684722855936,10,Shadow,None ,2016-11-16 00:00:00,2018-04-12 16:28:00,11.0
607,798209839306514432,10,Cooper,None ,2016-11-14 00:00:00,2018-04-12 17:03:00,13.0
608,797971864723324932,10,None,pupper,2016-11-14 00:00:00,2018-04-12 01:18:00,12.0
609,797545162159308800,10,Cassie,None ,2016-11-12 00:00:00,2018-04-12 21:02:00,12.0
610,797236660651966464,10,Pancake,None ,2016-11-12 00:00:00,2018-04-12 00:36:00,12.0
611,797165961484890113,10,None,None ,2016-11-11 00:00:00,2018-04-12 19:55:00,11.0
613,796865951799083009,10,Tyr,None ,2016-11-11 00:00:00,2018-04-12 00:03:00,12.0
614,796759840936919040,10,Romeo,None ,2016-11-10 00:00:00,2018-04-12 17:02:00,11.0
616,796484825502875648,10,None,doggo,2016-11-09 00:00:00,2018-04-12 22:49:00,12.0
617,796387464403357696,10,Snicku,None ,2016-11-09 00:00:00,2018-04-12 16:22:00,12.0
619,796149749086875649,10,Ruby,None ,2016-11-09 00:00:00,2018-04-12 00:37:00,11.0
620,796125600683540480,10,None,None ,2016-11-08 00:00:00,2018-04-12 23:01:00,13.0
621,796116448414461957,10,None,None ,2016-11-08 00:00:00,2018-04-12 22:25:00,11.0
622,796080075804475393,10,Yogi,None ,2016-11-08 00:00:00,2018-04-12 20:00:00,12.0
623,796031486298386433,10,Daisy,None ,2016-11-08 00:00:00,2018-04-12 16:47:00,13.0
624,795464331001561088,10,None,doggo,2016-11-07 00:00:00,2018-04-12 03:14:00,13.0
625,795400264262053889,10,Brody,None ,2016-11-06 00:00:00,2018-04-12 22:59:00,12.0
626,795076730285391872,10,Bailey,None ,2016-11-06 00:00:00,2018-04-12 01:33:00,11.0
628,794926597468000259,10,Mack,None ,2016-11-05 00:00:00,2018-04-12 15:37:00,12.0
630,794332329137291264,10,Nimbus,None ,2016-11-04 00:00:00,2018-04-12 00:15:00,12.0
631,794205286408003585,10,Laika,pupper,2016-11-03 00:00:00,2018-04-12 15:51:00,14.0
632,793962221541933056,10,Maximus,None ,2016-11-02 00:00:00,2018-04-12 23:45:00,12.0
633,793845145112371200,10,Clark,None ,2016-11-02 00:00:00,2018-04-12 16:00:00,13.0
635,793601777308463104,10,Dobby,None ,2016-11-01 00:00:00,2018-04-12 23:53:00,12.0
636,793500921481273345,10,Fiona,None ,2016-11-01 00:00:00,2018-04-12 17:12:00,12.0
637,793286476301799424,10,Moreton,None ,2016-11-01 00:00:00,2018-04-12 03:00:00,13.0
638,793271401113350145,10,Dave,None ,2016-11-01 00:00:00,2018-04-12 02:00:00,12.0
639,793256262322548741,10,None,None ,2016-11-01 00:00:00,2018-04-12 01:00:00,12.0
640,793241302385262592,10,Tucker,None ,2016-11-01 00:00:00,2018-04-12 00:00:00,13.0
641,793226087023144960,10,Juno,None ,2016-10-31 00:00:00,2018-04-12 23:00:00,11.0
642,793210959003287553,10,Maude,None ,2016-10-31 00:00:00,2018-04-12 22:00:00,10.0
643,793195938047070209,10,Lily,puppo,2016-10-31 00:00:00,2018-04-12 21:00:00,12.0
644,793180763617361921,10,Newt,None ,2016-10-31 00:00:00,2018-04-12 20:00:00,11.0
645,793165685325201412,10,Benji,None ,2016-10-31 00:00:00,2018-04-12 19:00:00,12.0
646,793150605191548928,10,Nida,None ,2016-10-31 00:00:00,2018-04-12 18:00:00,11.0
647,793135492858580992,10,None,None ,2016-10-31 00:00:00,2018-04-12 17:00:00,13.0
648,793120401413079041,10,Robin,None ,2016-10-31 00:00:00,2018-04-12 16:00:00,11.0
649,792913359805018113,10,None,None ,2016-10-31 00:00:00,2018-04-12 02:17:00,13.0
650,792883833364439040,10,Bailey,None ,2016-10-31 00:00:00,2018-04-12 00:20:00,12.0
651,792773781206999040,10,Monster,None ,2016-10-30 00:00:00,2018-04-12 17:02:00,12.0
652,792394556390137856,10,BeBe,None ,2016-10-29 00:00:00,2018-04-12 15:55:00,12.0
653,792050063153438720,10,Remus,None ,2016-10-28 00:00:00,2018-04-12 17:07:00,11.0
657,791774931465953280,10,None,None ,2016-10-27 00:00:00,2018-04-12 22:53:00,14.0
658,791672322847637504,10,None,None ,2016-10-27 00:00:00,2018-04-12 16:06:00,13.0
659,791406955684368384,10,Levi,None ,2016-10-26 00:00:00,2018-04-12 22:31:00,12.0
660,791312159183634433,10,Mabel,None ,2016-10-26 00:00:00,2018-04-12 16:14:00,12.0
662,790987426131050500,10,Misty,None ,2016-10-25 00:00:00,2018-04-12 18:44:00,12.0
663,790946055508652032,10,Betty,puppo,2016-10-25 00:00:00,2018-04-12 16:00:00,12.0
665,790698755171364864,10,Mosby,None ,2016-10-24 00:00:00,2018-04-12 23:37:00,12.0
666,790581949425475584,10,Duke,None ,2016-10-24 00:00:00,2018-04-12 15:53:00,11.0
667,790337589677002753,10,Maggie,None ,2016-10-23 00:00:00,2018-04-12 23:42:00,12.0
668,790277117346975746,10,Bruce,None ,2016-10-23 00:00:00,2018-04-12 19:42:00,11.0
670,789986466051088384,10,Happy,None ,2016-10-23 00:00:00,2018-04-12 00:27:00,12.0
672,789903600034189313,10,Ralphy,pupper,2016-10-22 00:00:00,2018-04-12 18:57:00,13.0
673,789628658055020548,10,Eli,None ,2016-10-22 00:00:00,2018-04-12 00:45:00,13.0
674,789599242079838210,10,Brownie,None ,2016-10-21 00:00:00,2018-04-12 22:48:00,12.0
675,789530877013393408,10,Rizzy,None ,2016-10-21 00:00:00,2018-04-12 18:16:00,12.0
676,789314372632018944,10,None,None ,2016-10-21 00:00:00,2018-04-12 03:56:00,13.0
678,789268448748703744,10,Stella,None ,2016-10-21 00:00:00,2018-04-12 00:53:00,10.0
679,789137962068021249,10,Bo,None ,2016-10-20 00:00:00,2018-04-12 16:15:00,12.0
680,788908386943430656,10,Lucy,None ,2016-10-20 00:00:00,2018-04-12 01:03:00,11.0
681,788765914992902144,10,Butter,None ,2016-10-19 00:00:00,2018-04-12 15:37:00,12.0
683,788412144018661376,10,Dexter,None ,2016-10-18 00:00:00,2018-04-12 16:11:00,11.0
684,788178268662984705,10,None,None ,2016-10-18 00:00:00,2018-04-12 00:41:00,13.0
685,788150585577050112,10,Leo,None ,2016-10-17 00:00:00,2018-04-12 22:51:00,13.0
687,788039637453406209,10,None,None ,2016-10-17 00:00:00,2018-04-12 15:31:00,12.0
688,787810552592695296,10,Frank,None ,2016-10-17 00:00:00,2018-04-12 00:20:00,11.0
689,787717603741622272,10,Tonks,puppo,2016-10-16 00:00:00,2018-04-12 18:11:00,13.0
690,787397959788929025,10,Moose,None ,2016-10-15 00:00:00,2018-04-12 21:01:00,11.0
691,787322443945877504,10,Lincoln,None ,2016-10-15 00:00:00,2018-04-12 16:01:00,10.0
693,786963064373534720,10,Rory,None ,2016-10-14 00:00:00,2018-04-12 16:13:00,12.0
695,786709082849828864,10,Logan,None ,2016-10-13 00:00:00,2018-04-12 23:23:00,9.75
696,786664955043049472,10,None,None ,2016-10-13 00:00:00,2018-04-12 20:28:00,12.0
697,786595970293370880,10,Dale,None ,2016-10-13 00:00:00,2018-04-12 15:54:00,11.0
698,786363235746385920,10,Rizzo,doggo,2016-10-13 00:00:00,2018-04-12 00:29:00,13.0
699,786286427768250368,10,Arnie,None ,2016-10-12 00:00:00,2018-04-12 19:24:00,12.0
700,786233965241827333,10,Mattie,None ,2016-10-12 00:00:00,2018-04-12 15:55:00,11.0
701,786051337297522688,10,None,puppo,2016-10-12 00:00:00,2018-04-12 03:50:00,13.0
703,785927819176054784,10,Lucy,None ,2016-10-11 00:00:00,2018-04-12 19:39:00,12.0
704,785872687017132033,10,Rusty,None ,2016-10-11 00:00:00,2018-04-12 16:00:00,12.0
705,785639753186217984,10,Pinot,doggoNonepupperNone,2016-10-11 00:00:00,2018-04-12 00:34:00,10.0
706,785533386513321988,10,Dallas,None ,2016-10-10 00:00:00,2018-04-12 17:32:00,11.0
707,785515384317313025,10,None,None ,2016-10-10 00:00:00,2018-04-12 16:20:00,10.0
708,785264754247995392,10,Doc,None ,2016-10-09 00:00:00,2018-04-12 23:44:00,12.0
709,785170936622350336,10,Hero,None ,2016-10-09 00:00:00,2018-04-12 17:31:00,11.0
710,784826020293709826,10,Rusty,None ,2016-10-08 00:00:00,2018-04-12 18:41:00,13.0
711,784517518371221505,10,Frankie,None ,2016-10-07 00:00:00,2018-04-12 22:15:00,11.0
712,784431430411685888,10,Stormy,None ,2016-10-07 00:00:00,2018-04-12 16:33:00,12.0
713,784183165795655680,10,Reginald,puppo,2016-10-07 00:00:00,2018-04-12 00:06:00,12.0
714,784057939640352768,10,Balto,None ,2016-10-06 00:00:00,2018-04-12 15:49:00,12.0
715,783839966405230592,10,Riley,None ,2016-10-06 00:00:00,2018-04-12 01:23:00,13.0
716,783821107061198850,10,Mairi,None ,2016-10-06 00:00:00,2018-04-12 00:08:00,12.0
717,783695101801398276,10,Loomis,None ,2016-10-05 00:00:00,2018-04-12 15:47:00,12.0
718,783466772167098368,10,Finn,None ,2016-10-05 00:00:00,2018-04-12 00:40:00,11.0
